,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Check,Month,Year,Day_Perc_Change,Trend,moving_21,std_dev,std_2,upper,lower
152,152,HEROMOTOCO,EQ,2017-12-20,3701.0,3733.4,3793.9,3696.05,3747.3,3749.2,3764.07,664592,2501569163.85,44663,342726,51.57,ok,12,2017,1.3023507160226933,Positive,3544.8107142857143,34.08254685320139,68.16509370640279,3578.8932611389155,3510.728167432513
153,153,HEROMOTOCO,EQ,2017-12-21,3749.2,3784.5,3822.25,3771.35,3794.0,3805.95,3797.91,612505,2326240819.65,48075,394715,64.44,ok,12,2017,1.5136562466659509,Positive,3559.232142857142,40.12830983233728,80.25661966467456,3599.3604526894796,3519.1038330248048
154,154,HEROMOTOCO,EQ,2017-12-22,3805.95,3814.0,3829.0,3774.0,3790.85,3792.8,3800.32,438144,1665085888.9,34403,228358,52.12,ok,12,2017,-0.3455116331007924,Slight or No change,3572.903571428571,9.298454172588835,18.59690834517767,3582.2020256011597,3563.6051172559823
155,155,HEROMOTOCO,EQ,2017-12-26,3792.8,3792.8,3848.8,3747.2,3808.0,3813.8,3789.77,320480,1214546947.5,19644,130523,40.73,ok,12,2017,0.5536806580890064,Slight positive,3593.8499999999995,14.849242404906803,29.698484809813607,3608.6992424049063,3579.0007575950926
158,158,HEROMOTOCO,EQ,2017-12-29,3716.65,3730.0,3809.85,3720.05,3807.0,3785.15,3763.97,274559,1033432806.1,19756,143705,52.34,ok,12,2017,1.8430575921865036,Positive,3644.7214285714285,48.43681451128141,96.87362902256282,3693.1582430827098,3596.2846140601473
160,160,HEROMOTOCO,EQ,2018-01-02,3749.1,3781.0,3784.35,3719.25,3740.05,3743.85,3750.07,258156,968103397.95,18744,98531,38.17,ok,1,2018,-0.14003360806593698,Slight or No change,3683.035714285714,3.7123106012743308,7.4246212025486615,3686.7480248869883,3679.32340368444
161,161,HEROMOTOCO,EQ,2018-01-03,3743.85,3728.0,3764.4,3728.0,3755.2,3755.2,3751.69,274963,1031575872.35,24358,165309,60.12,ok,1,2018,0.30316385538951,Slight or No change,3707.0178571428573,8.025661966485712,16.051323932971425,3715.043519109343,3698.9921951763718
162,162,HEROMOTOCO,EQ,2018-01-04,3755.2,3755.0,3759.95,3721.55,3747.8,3738.9,3730.95,196775,734158040.25,35468,134969,68.59,ok,1,2018,-0.4340647635278971,Slight or No change,3726.9,11.52584053335495,23.0516810667099,3738.425840533355,3715.3741594666453
163,163,HEROMOTOCO,EQ,2018-01-05,3738.9,3758.7,3758.7,3726.2,3752.0,3744.65,3740.2,234199,875951800.55,22721,154494,65.97,ok,1,2018,0.15378854743373085,Slight or No change,3744.160714285714,4.065863991873253,8.131727983746506,3748.2265782775876,3740.094850293841
164,164,HEROMOTOCO,EQ,2018-01-08,3744.65,3773.0,3792.0,3745.3,3784.75,3786.75,3779.14,249549,943080485.1,29001,150130,60.16,ok,1,2018,1.1242706260932156,Positive,3762.1178571428572,29.769195487955564,59.53839097591113,3791.887052630813,3732.3486616549017
166,166,HEROMOTOCO,EQ,2018-01-10,3749.45,3740.0,3752.55,3725.0,3745.0,3736.9,3740.24,250123,935519494.45,17660,179421,71.73,ok,1,2018,-0.3347157583112104,Slight or No change,3764.7000000000003,8.874190103914476,17.74838020782895,3773.5741901039146,3755.825809896086
168,168,HEROMOTOCO,EQ,2018-01-12,3705.65,3726.9,3726.9,3650.6,3679.1,3687.35,3696.06,363795,1344608082.2,22464,257506,70.78,ok,1,2018,-0.4938404868241819,Slight or No change,3750.003571428572,12.940054095752542,25.880108191505084,3762.9436255243245,3737.063517332819
172,172,HEROMOTOCO,EQ,2018-01-18,3566.85,3586.0,3643.0,3576.05,3591.1,3593.35,3611.41,345926,1249281635.8,31440,195606,56.55,ok,1,2018,0.7429524650601982,Slight positive,3698.0642857142852,18.738329701511034,37.47665940302207,3716.8026154157965,3679.325956012774
173,173,HEROMOTOCO,EQ,2018-01-19,3593.35,3558.0,3620.0,3552.3,3593.25,3589.75,3572.4,295410,1055322380.35,27966,189957,64.3,ok,1,2018,-0.10018506407669657,Slight or No change,3686.6821428571425,2.545584412738901,5.091168825477802,3689.2277272698816,3684.1365584444034
174,174,HEROMOTOCO,EQ,2018-01-22,3589.75,3592.75,3621.9,3589.1,3609.1,3602.95,3608.67,320126,1155229192.1,41272,208905,65.26,ok,1,2018,0.3677136290828109,Slight or No change,3676.617857142857,9.333809511786846,18.667619023573693,3685.9516666546438,3667.28404763107
175,175,HEROMOTOCO,EQ,2018-01-23,3602.95,3634.0,3635.0,3608.25,3628.0,3630.0,3624.7,285236,1033893705.3,39821,183679,64.4,ok,1,2018,0.7507736715746782,Slight positive,3667.6749999999997,19.127238431150317,38.254476862300635,3686.80223843115,3648.5477615688496
176,176,HEROMOTOCO,EQ,2018-01-24,3630.0,3629.7,3650.0,3600.0,3645.5,3645.5,3628.56,312383,1133501299.4,28674,225436,72.17,ok,1,2018,0.4269972451790727,Slight or No change,3661.003571428571,10.960155108472623,21.920310216945246,3671.9637265370434,3650.0434163200985
178,178,HEROMOTOCO,EQ,2018-01-29,3571.2,3584.7,3658.25,3574.55,3650.0,3641.75,3605.97,403110,1453602494.65,45295,291004,72.19,ok,1,2018,1.9755264336917653,Positive,3638.2571428571423,49.886383412732606,99.77276682546521,3688.143526269875,3588.3707594444095
179,179,HEROMOTOCO,EQ,2018-01-30,3641.75,3657.4,3696.0,3649.9,3682.6,3687.85,3677.32,540432,1987339259.85,45332,392669,72.66,ok,1,2018,1.2658749227706378,Positive,3633.857142857142,32.597622612720954,65.19524522544191,3666.454765469863,3601.2595202444213
180,180,HEROMOTOCO,EQ,2018-01-31,3687.85,3703.0,3747.9,3682.0,3692.15,3691.45,3709.83,558327,2071295477.4,38162,347227,62.19,ok,1,2018,0.0976178532207106,Slight or No change,3630.6107142857136,2.5455844124894282,5.0911688249788565,3633.156298698203,3628.065129873224
181,181,HEROMOTOCO,EQ,2018-02-01,3691.45,3695.15,3744.0,3692.5,3729.65,3732.95,3725.56,346581,1291207555.75,35130,176084,50.81,ok,2,2018,1.1242194801500682,Positive,3632.560714285713,29.34493141925626,58.68986283851252,3661.905645704969,3603.2157828664567
183,183,HEROMOTOCO,EQ,2018-02-05,3623.45,3598.0,3662.6,3550.05,3655.65,3636.4,3615.29,319150,1153819339.3,37416,181651,56.92,ok,2,2018,0.3573941961390492,Slight or No change,3628.5392857142842,9.157032816465195,18.31406563293039,3637.6963185307495,3619.382252897819
185,185,HEROMOTOCO,EQ,2018-02-07,3541.85,3618.9,3620.0,3542.5,3562.0,3566.4,3573.09,336709,1203090815.15,47613,178023,52.87,ok,2,2018,0.6931405903694454,Slight positive,3625.3464285714276,17.35947147820764,34.71894295641528,3642.705900049635,3607.98695709322
186,186,HEROMOTOCO,EQ,2018-02-08,3566.4,3570.0,3615.95,3555.0,3574.45,3582.2,3587.22,325607,1168024966.2,36399,168262,51.68,ok,2,2018,0.4430237774786905,Slight or No change,3624.549999999999,11.172287142858654,22.344574285717307,3635.7222871428576,3613.37771285714
188,188,HEROMOTOCO,EQ,2018-02-12,3546.1,3566.0,3616.7,3545.5,3615.25,3611.9,3599.8,385092,1386255502.05,30228,289190,75.1,ok,2,2018,1.8555596288880816,Positive,3622.0714285714275,46.52762620210079,93.05525240420158,3668.599054773528,3575.543802369327
189,189,HEROMOTOCO,EQ,2018-02-14,3611.9,3620.4,3624.0,3562.65,3599.5,3596.05,3595.37,315246,1133425138.7,37781,216741,68.75,ok,2,2018,-0.43882721005564784,Slight or No change,3619.646428571428,11.20764248190029,22.41528496380058,3630.854071053328,3608.4387860895276
193,193,HEROMOTOCO,EQ,2018-02-20,3465.7,3466.0,3518.0,3443.25,3499.0,3477.45,3492.33,340087,1187695316.0,22913,238998,70.28,ok,2,2018,0.3390368468130456,Slight or No change,3578.0964285714276,8.308504679158887,16.617009358317773,3586.4049332505865,3569.7879238922687
194,194,HEROMOTOCO,EQ,2018-02-21,3477.45,3517.8,3517.8,3460.0,3505.0,3490.75,3483.07,266352,927723186.5,29195,179200,67.28,ok,2,2018,0.3824641619577518,Slight or No change,3563.760714285713,9.404520189963796,18.80904037992759,3573.165234475677,3554.3561940957493
195,195,HEROMOTOCO,EQ,2018-02-22,3490.75,3484.0,3499.3,3458.7,3471.05,3481.2,3478.07,434663,1511787762.25,34587,301132,69.28,ok,2,2018,-0.2735801761799106,Slight or No change,3545.7785714285706,6.752869760584171,13.505739521168342,3552.5314411891545,3539.0257016679866
196,196,HEROMOTOCO,EQ,2018-02-23,3481.2,3483.4,3508.0,3455.0,3494.75,3494.7,3484.18,142023,494833191.6,13393,67689,47.66,ok,2,2018,0.3877973112719646,Slight or No change,3536.582142857142,9.545941546195799,19.091883092391598,3546.128084403338,3527.036201310946
197,197,HEROMOTOCO,EQ,2018-02-26,3494.7,3519.0,3549.95,3500.4,3541.9,3537.85,3536.93,361326,1277984441.2,23243,268792,74.39,ok,2,2018,1.2347268721206506,Positive,3529.542857142856,30.511657608248974,61.02331521649795,3560.054514751105,3499.031199534607
198,198,HEROMOTOCO,EQ,2018-02-27,3537.85,3573.1,3593.95,3545.0,3584.85,3585.5,3577.8,320893,1148091249.85,55741,198730,61.93,ok,2,2018,1.3468632078804887,Positive,3532.6607142857133,33.69363812357397,67.38727624714794,3566.3543524092875,3498.967076162139
199,199,HEROMOTOCO,EQ,2018-02-28,3585.5,3525.0,3613.0,3525.0,3588.25,3596.7,3591.21,362559,1302026649.3,43079,211823,58.42,ok,2,2018,0.3123692650955245,Slight or No change,3534.8249999999985,7.919595949413248,15.839191898826495,3542.7445959494116,3526.9054040505853
202,202,HEROMOTOCO,EQ,2018-03-06,3556.45,3571.1,3595.0,3544.7,3552.5,3561.9,3579.92,380991,1363915667.1,24040,291192,76.43,ok,3,2018,0.15324269988332695,Slight or No change,3531.6142857142845,3.853731957771526,7.707463915543052,3535.4680176720562,3527.7605537565128
203,203,HEROMOTOCO,EQ,2018-03-07,3561.9,3550.0,3560.0,3515.0,3542.05,3554.4,3541.06,234750,831264778.2,22085,155735,66.34,ok,3,2018,-0.21056177882591287,Slight or No change,3528.6392857142846,5.303300859121759,10.606601718243517,3533.9425865734065,3523.3359848551627
204,204,HEROMOTOCO,EQ,2018-03-08,3554.4,3561.0,3601.0,3545.65,3600.0,3586.7,3570.5,145720,520293412.9,14399,80536,55.27,ok,3,2018,0.9087328381723879,Slight positive,3532.8857142857128,22.839549032373906,45.67909806474781,3555.7252633180865,3510.046165253339
205,205,HEROMOTOCO,EQ,2018-03-09,3586.7,3605.9,3661.45,3581.0,3589.3,3586.35,3626.03,272293,987341497.25,23366,106528,39.12,ok,3,2018,-0.00975827362198478,Slight or No change,3539.467857142856,0.24748737754928454,0.4949747550985691,3539.715344520405,3539.2203697653067
206,206,HEROMOTOCO,EQ,2018-03-12,3586.35,3600.4,3718.0,3599.85,3707.3,3694.5,3656.46,192336,703268328.15,14773,95095,49.44,ok,3,2018,3.0156008197749884,Among top gainers,3555.810714285713,76.47359838533407,152.94719677066814,3632.284312671047,3479.337115900379
207,207,HEROMOTOCO,EQ,2018-03-13,3694.5,3694.95,3729.75,3672.0,3690.0,3701.2,3705.49,233650,865786929.15,28173,139569,59.73,ok,3,2018,0.18135065638109624,Slight or No change,3571.792857142856,4.737615434024419,9.475230868048838,3576.5304725768806,3567.0552417088315
209,209,HEROMOTOCO,EQ,2018-03-15,3639.35,3641.9,3690.0,3632.0,3643.6,3640.8,3659.65,198082,724909905.5,12521,80831,40.81,ok,3,2018,0.039842279527935176,Slight or No change,3593.807142857142,1.025304833458509,2.050609666917018,3594.8324476906005,3592.7818380236836
212,212,HEROMOTOCO,EQ,2018-03-20,3515.3,3498.1,3537.0,3498.1,3510.6,3513.8,3515.1,212901,748368753.35,20764,145563,68.37,ok,3,2018,-0.04267061132762207,Slight or No change,3590.746428571428,1.0606601733110124,2.1213203466220247,3591.8070887447393,3589.685768398117
214,214,HEROMOTOCO,EQ,2018-03-22,3463.6,3473.2,3484.85,3440.0,3455.0,3452.3,3455.26,482411,1666857634.85,39040,327912,67.97,ok,3,2018,-0.3262501443584642,Slight or No change,3572.339285714286,7.990306627658645,15.98061325531729,3580.3295923419446,3564.348979086627
216,216,HEROMOTOCO,EQ,2018-03-26,3413.75,3414.0,3501.7,3365.5,3468.2,3481.7,3429.65,359650,1233472000.25,36687,204220,56.78,ok,3,2018,1.9904796777737044,Positive,3556.417857142857,48.04790578166948,96.09581156333896,3604.4657629245266,3508.3699513611873
217,217,HEROMOTOCO,EQ,2018-03-27,3481.7,3485.1,3488.0,3436.0,3471.0,3464.7,3460.51,325438,1126182872.55,20197,224319,68.93,ok,3,2018,-0.4882672257805143,Slight or No change,3550.0107142857137,12.020815280333448,24.041630560666896,3562.031529566047,3537.9898990053803
218,218,HEROMOTOCO,EQ,2018-03-28,3464.7,3455.0,3579.0,3428.05,3534.0,3542.8,3516.82,786796,2767016722.45,55307,343604,43.67,ok,3,2018,2.254163419632293,Positive,3546.875,55.22503961070088,110.45007922140177,3602.100039610701,3491.649960389299
219,219,HEROMOTOCO,EQ,2018-04-02,3542.8,3544.0,3654.65,3512.2,3640.0,3646.0,3592.76,244943,880020770.55,24452,73473,30.0,ok,4,2018,2.9129502088743218,Positive,3551.1357142857146,72.97341981846677,145.94683963693353,3624.1091341041815,3478.1622944672476
220,220,HEROMOTOCO,EQ,2018-04-03,3646.0,3644.95,3669.0,3621.0,3640.4,3644.95,3642.8,318581,1160527924.05,26697,195779,61.45,ok,4,2018,-0.02879868348876213,Slight or No change,3547.5964285714285,0.7424621213633427,1.4849242427266853,3548.3388906927917,3546.8539664500654
221,221,HEROMOTOCO,EQ,2018-04-04,3644.95,3653.5,3695.0,3627.0,3646.3,3667.15,3671.91,526063,1931657762.65,31871,343728,65.34,ok,4,2018,0.6090618527003101,Slight positive,3545.164285714286,15.697770542389952,31.395541084779904,3560.862056256676,3529.466515171896
222,222,HEROMOTOCO,EQ,2018-04-05,3667.15,3700.0,3796.0,3699.95,3790.0,3782.15,3753.95,440824,1654832345.5,36121,244863,55.55,ok,4,2018,3.1359502611019385,Among top gainers,3555.3642857142863,81.31727983645675,162.6345596729135,3636.681565550743,3474.0470058778296
223,223,HEROMOTOCO,EQ,2018-04-06,3782.15,3781.0,3787.95,3750.0,3761.5,3779.45,3773.58,213101,804153767.8,16317,122314,57.4,ok,4,2018,-0.07138796716154028,Slight or No change,3565.2678571428573,1.9091883091975996,3.8183766183951993,3567.177045452055,3563.3586688336595
224,224,HEROMOTOCO,EQ,2018-04-09,3779.45,3784.0,3807.1,3775.2,3800.0,3798.7,3797.54,265991,1010111521.55,23877,194148,72.99,ok,4,2018,0.5093333686118307,Slight positive,3583.3107142857143,13.61180553783698,27.22361107567396,3596.9225198235513,3569.6989087478773
226,226,HEROMOTOCO,EQ,2018-04-11,3718.3,3732.0,3755.0,3681.0,3747.35,3739.35,3715.19,291118,1081559744.15,11795,183774,63.13,ok,4,2018,0.5661189253153287,Slight positive,3613.9214285714284,14.884597743997325,29.76919548799465,3628.8060263154257,3599.036830827431
227,227,HEROMOTOCO,EQ,2018-04-12,3739.35,3744.0,3786.5,3726.05,3737.35,3749.45,3753.86,115113,432117940.05,14309,45018,39.11,ok,4,2018,0.2701004185219347,Slight or No change,3634.3392857142853,7.141778490018267,14.283556980036535,3641.4810642043035,3627.197507224267
229,229,HEROMOTOCO,EQ,2018-04-16,3725.9,3723.0,3810.0,3710.2,3807.0,3803.15,3786.5,164316,622183147.4,13594,60556,36.85,ok,4,2018,2.0733245658767,Positive,3681.696428571428,54.62399884666314,109.24799769332628,3736.320427418091,3627.072429724765
232,232,HEROMOTOCO,EQ,2018-04-19,3737.8,3765.0,3770.0,3709.0,3710.0,3723.6,3738.45,234124,875261236.3,26688,133356,56.96,ok,4,2018,-0.3799026165123953,Slight or No change,3734.6392857142855,10.040916292879462,20.081832585758924,3744.680202007165,3724.598369421406
233,233,HEROMOTOCO,EQ,2018-04-20,3723.6,3725.0,3750.3,3690.0,3737.2,3742.7,3726.94,399283,1488101844.25,26626,293271,73.45,ok,4,2018,0.5129444623482637,Slight positive,3741.5464285714284,13.505739520684774,27.011479041369547,3755.0521680921133,3728.0406890507434
235,235,HEROMOTOCO,EQ,2018-04-24,3718.2,3740.0,3744.0,3706.3,3718.0,3716.9,3719.26,333702,1241125343.55,21306,243728,73.04,ok,4,2018,-0.034963154214395775,Slight or No change,3750.3321428571426,0.9192388159625269,1.8384776319250538,3751.2513816731052,3749.41290404118
236,236,HEROMOTOCO,EQ,2018-04-25,3716.9,3736.0,3753.0,3700.9,3709.55,3717.2,3728.1,219848,819615194.85,18140,105796,48.12,ok,4,2018,0.00807124216415378,Slight or No change,3745.6928571428566,0.21213203619060667,0.42426407238121333,3745.9049891790473,3745.480725106666
237,237,HEROMOTOCO,EQ,2018-04-26,3717.2,3707.0,3774.55,3659.05,3770.0,3761.85,3717.88,341735,1270529986.1,27561,227781,66.65,ok,4,2018,1.2011729258581738,Positive,3744.435714285714,31.572317779987856,63.14463555997571,3776.0080320657016,3712.863396505726
239,239,HEROMOTOCO,EQ,2018-04-30,3713.5,3731.0,3750.0,3717.05,3732.0,3732.25,3732.78,216291,807366547.5,13742,168097,77.72,ok,4,2018,0.5049145011444711,Slight positive,3739.346428571428,13.258252147275616,26.516504294551233,3752.6046807187035,3726.0881764241526
241,241,HEROMOTOCO,EQ,2018-05-03,3664.1,3665.0,3682.95,3637.4,3649.0,3655.6,3663.78,393371,1441226119.3,45121,239420,60.86,ok,5,2018,-0.23198056821592816,Slight or No change,3727.2678571428564,6.010407640204819,12.020815280409638,3733.2782647830613,3721.2574495026515
242,242,HEROMOTOCO,EQ,2018-05-04,3655.6,3655.0,3669.85,3643.4,3655.65,3659.75,3658.55,279580,1022857121.7,37007,212964,76.17,ok,5,2018,0.11352445562973212,Slight or No change,3722.5428571428565,2.9344931421731952,5.8689862843463905,3725.47735028503,3719.608364000683
243,243,HEROMOTOCO,EQ,2018-05-07,3659.75,3662.95,3679.0,3622.75,3645.0,3648.05,3657.42,198507,726023700.65,13411,127835,64.4,ok,5,2018,-0.31969396816722284,Slight or No change,3711.4642857142853,8.273149339973791,16.546298679947583,3719.737435054259,3703.1911363743116
244,244,HEROMOTOCO,EQ,2018-05-08,3648.05,3659.9,3674.0,3640.15,3660.65,3657.3,3657.58,360338,1317966748.8,23149,309305,85.84,ok,5,2018,0.2535601211606231,Slight or No change,3703.485714285714,6.540737726092342,13.081475452184684,3710.026452011806,3696.944976559622
245,245,HEROMOTOCO,EQ,2018-05-09,3657.3,3660.0,3685.0,3635.0,3658.0,3654.4,3659.37,259686,950287383.9,25122,169725,65.36,ok,5,2018,-0.07929346785880975,Slight or No change,3697.528571428571,2.0506096658040276,4.101219331608055,3699.579181094375,3695.477961762767
246,246,HEROMOTOCO,EQ,2018-05-10,3654.4,3663.0,3665.35,3625.05,3650.0,3646.0,3646.03,352223,1284213945.3,72589,276639,78.54,ok,5,2018,-0.22985989492119166,Slight or No change,3691.985714285714,5.9396969620975675,11.879393924195135,3697.9254112478116,3686.0460173236165
248,248,HEROMOTOCO,EQ,2018-05-14,3618.3,3625.0,3655.05,3624.2,3654.0,3648.3,3645.03,223997,816475195.25,11632,148515,66.3,ok,5,2018,0.8291186468783573,Slight positive,3678.1071428571436,21.21320343563782,42.42640687127564,3699.3203462927813,3656.893939421506
249,249,HEROMOTOCO,EQ,2018-05-15,3648.3,3650.0,3659.35,3631.05,3650.0,3649.6,3650.43,341729,1247457960.85,18151,263250,77.03,ok,5,2018,0.0356330345640421,Slight or No change,3673.3,0.9192388164008001,1.8384776328016001,3674.219238816401,3672.3807611835996
252,252,HEROMOTOCO,EQ,2018-05-18,3554.55,3550.0,3575.0,3535.35,3568.75,3561.05,3558.75,424207,1509647034.0,39567,344359,81.18,ok,5,2018,0.18286421628617155,Slight or No change,3637.482142857144,4.596194078022949,9.192388156045897,3642.078336935167,3632.885948779121
254,254,HEROMOTOCO,EQ,2018-05-22,3492.9,3467.1,3516.95,3450.0,3505.0,3499.9,3497.23,323714,1132102611.2,31615,230827,71.31,ok,5,2018,0.20040653897908103,Slight or No change,3608.657142857144,4.949747468667352,9.899494937334705,3613.6068903258115,3603.707395388477
255,255,HEROMOTOCO,EQ,2018-05-23,3499.9,3494.5,3494.8,3452.0,3483.45,3482.95,3478.4,155958,542484170.8,27025,111114,71.25,ok,5,2018,-0.4842995514157678,Slight or No change,3596.325000000001,11.985459941263832,23.970919882527664,3608.310459941265,3584.3395400587374
256,256,HEROMOTOCO,EQ,2018-05-24,3482.95,3495.0,3509.9,3445.95,3500.05,3489.9,3471.85,324856,1127850645.45,19604,226110,69.6,ok,5,2018,0.19954349043196373,Slight or No change,3584.1928571428584,4.914392129622586,9.828784259245172,3589.107249272481,3579.2784650132357
257,257,HEROMOTOCO,EQ,2018-05-25,3489.9,3480.0,3575.0,3461.85,3537.35,3552.85,3533.95,177764,628208768.85,18918,90226,50.76,ok,5,2018,1.803776612510388,Positive,3577.3928571428582,44.51237187572972,89.02474375145944,3621.9052290185878,3532.8804852671287
258,258,HEROMOTOCO,EQ,2018-05-28,3552.85,3570.0,3610.0,3537.35,3608.15,3599.8,3586.81,191457,686719234.3,20708,92818,48.48,ok,5,2018,1.3214743093572734,Positive,3573.285714285715,33.19866337674837,66.39732675349674,3606.4843776624634,3540.087050908967
259,259,HEROMOTOCO,EQ,2018-05-29,3599.8,3608.15,3624.0,3565.2,3615.85,3610.4,3599.64,309517,1114148735.25,20652,134759,43.54,ok,5,2018,0.2944608033779605,Slight or No change,3570.1428571428582,7.495331880732528,14.990663761465056,3577.6381890235907,3562.647525262126
260,260,HEROMOTOCO,EQ,2018-05-30,3610.4,3594.9,3622.45,3528.4,3589.0,3601.45,3590.26,237040,851034962.65,28428,114430,48.27,ok,5,2018,-0.2478949700864264,Slight or No change,3566.9607142857153,6.328605691803058,12.657211383606116,3573.2893199775185,3560.632108593912
262,262,HEROMOTOCO,EQ,2018-06-01,3544.9,3563.5,3637.0,3554.2,3622.0,3626.3,3607.86,300310,1083475101.0,20048,128408,42.76,ok,6,2018,2.296256593980095,Positive,3560.146428571429,57.558491988606754,115.11698397721351,3617.704920560036,3502.5879365828223
263,263,HEROMOTOCO,EQ,2018-06-04,3626.3,3669.85,3669.85,3592.85,3605.0,3613.6,3623.81,230153,834030627.45,24450,112646,48.94,ok,6,2018,-0.3502192317238029,Slight or No change,3557.5750000000007,8.980256121191166,17.960512242382332,3566.555256121192,3548.5947438788094
264,264,HEROMOTOCO,EQ,2018-06-05,3613.6,3600.1,3619.0,3565.3,3614.0,3610.4,3596.53,225466,810895582.8,30535,130365,57.82,ok,6,2018,-0.0885543502324504,Slight or No change,3560.067857142858,2.2627417002970716,4.525483400594143,3562.3305988431553,3557.8051154425607
265,265,HEROMOTOCO,EQ,2018-06-06,3610.4,3624.95,3640.0,3598.0,3639.0,3635.2,3628.02,211568,767573443.75,17957,114999,54.36,ok,6,2018,0.6869044981165473,Slight positive,3565.8285714285716,17.53624817348751,35.07249634697502,3583.364819602059,3548.2923232550843
266,266,HEROMOTOCO,EQ,2018-06-07,3635.2,3652.0,3667.45,3628.3,3663.0,3651.5,3649.62,222475,811948468.5,25818,130574,58.69,ok,6,2018,0.4483934859154992,Slight or No change,3572.289285714286,11.525840533424025,23.05168106684805,3583.81512624771,3560.763445180862
267,267,HEROMOTOCO,EQ,2018-06-08,3651.5,3657.0,3660.0,3608.4,3630.05,3635.15,3629.91,175173,635862285.1,21162,85736,48.94,ok,6,2018,-0.4477611940298498,Slight or No change,3582.4500000000003,11.561195872482921,23.122391744965842,3594.0111958724833,3570.8888041275172
269,269,HEROMOTOCO,EQ,2018-06-12,3612.3,3624.8,3712.2,3601.3,3693.0,3687.85,3658.38,257348,941477138.95,26563,131195,50.98,ok,6,2018,2.0914652714337123,Positive,3605.1142857142863,53.421917318660945,106.84383463732189,3658.5362030329475,3551.692368395625
270,270,HEROMOTOCO,EQ,2018-06-13,3687.85,3704.7,3708.9,3679.0,3694.8,3696.8,3695.56,209724,775047142.9,16798,128045,61.05,ok,6,2018,0.24268882953482065,Slight or No change,3619.892857142858,6.328605691721778,12.657211383443556,3626.2214628345796,3613.564251451136
271,271,HEROMOTOCO,EQ,2018-06-14,3696.8,3690.05,3706.15,3667.1,3690.25,3695.6,3690.2,155159,572568207.55,13807,100793,64.96,ok,6,2018,-0.0324605063839023,Slight or No change,3630.0892857142862,0.8485281381535349,1.6970562763070698,3630.93781385244,3629.2407575761326
272,272,HEROMOTOCO,EQ,2018-06-15,3695.6,3696.0,3710.35,3652.0,3678.0,3693.7,3686.1,306688,1130482570.75,37527,225309,73.47,ok,6,2018,-0.05141249052927899,Slight or No change,3636.796428571429,1.3435028847220523,2.6870057694441045,3638.139931456151,3635.4529256867067
274,274,HEROMOTOCO,EQ,2018-06-19,3666.15,3658.0,3660.0,3620.0,3653.0,3652.75,3644.83,242770,884855184.4,23162,166839,68.72,ok,6,2018,-0.36550604857957797,Slight or No change,3644.4428571428575,9.475230867993124,18.95046173598625,3653.9180880108506,3634.9676262748644
275,275,HEROMOTOCO,EQ,2018-06-20,3652.75,3655.0,3690.0,3641.1,3653.0,3655.8,3654.09,433541,1584196713.2,26400,343067,79.13,ok,6,2018,0.08349873383068918,Slight or No change,3652.3642857142863,2.156675683046023,4.313351366092046,3654.5209613973325,3650.20761003124
277,277,HEROMOTOCO,EQ,2018-06-22,3635.2,3634.0,3644.2,3601.7,3635.0,3637.65,3624.64,193715,702146571.0,25531,77828,40.18,ok,6,2018,0.06739656690142315,Slight or No change,3654.717857142857,1.7324116145008104,3.4648232290016208,3656.450268757358,3652.985445528356
284,284,HEROMOTOCO,EQ,2018-07-03,3415.4,3455.0,3484.95,3432.55,3447.7,3447.65,3462.46,289618,1002790060.25,33406,85890,29.66,ok,7,2018,0.9442525033670934,Slight positive,3584.3678571428572,22.804193693365505,45.60838738673101,3607.1720508362228,3561.5636634494917
285,285,HEROMOTOCO,EQ,2018-07-04,3447.65,3460.0,3479.05,3415.45,3470.4,3458.8,3452.59,266759,921008213.65,28431,143889,53.94,ok,7,2018,0.3234086986788176,Slight or No change,3567.4535714285716,7.884240610499274,15.768481220998549,3575.3378120390707,3559.5693308180726
286,286,HEROMOTOCO,EQ,2018-07-05,3458.8,3480.9,3517.9,3458.85,3508.75,3505.75,3492.91,273797,956347667.4,25463,147750,53.96,ok,7,2018,1.3574071932461962,Positive,3554.028571428572,33.198663376767236,66.39732675353447,3587.2272348053393,3520.8299080518045
287,287,HEROMOTOCO,EQ,2018-07-06,3505.75,3509.3,3670.0,3486.0,3647.8,3637.1,3615.44,1032128,3731598907.35,58363,380987,36.91,ok,7,2018,3.7467018469657054,Among top gainers,3551.9535714285716,92.87847570886858,185.75695141773716,3644.8320471374404,3459.075095719703
294,294,HEROMOTOCO,EQ,2018-07-17,3426.0,3415.0,3514.6,3398.55,3501.3,3488.6,3465.25,318577,1103948890.2,32729,150501,47.24,ok,7,2018,1.8272037361354296,Positive,3503.9428571428575,44.26488450232639,88.52976900465278,3548.207741645184,3459.677972640531
295,295,HEROMOTOCO,EQ,2018-07-18,3488.6,3500.0,3515.0,3473.2,3500.0,3506.15,3494.95,211820,740300676.6,18995,113888,53.77,ok,7,2018,0.5030671329473213,Slight positive,3503.2357142857145,12.409724009974564,24.819448019949128,3515.645438295689,3490.82599027574
