,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Check,Month,Year,Day_Perc_Change,Trend,moving_21,std_dev,std_2,upper,lower
461,461,HEROMOTOCO,EQ,2019-03-22,2609.15,2624.45,2637.95,2594.05,2601.0,2603.3,2614.75,566228,1480541879.35,62469,244169,43.12,ok,3,2019,-0.22421094992621796,Slight or No change,2722.710714285714,4.136574672209796,8.273149344419592,2726.847288957924,2718.574139613504
463,463,HEROMOTOCO,EQ,2019-03-26,2575.7,2586.0,2604.7,2546.8,2574.5,2574.45,2572.87,555742,1429851330.25,49692,236022,42.47,ok,3,2019,-0.04853049656403652,Slight or No change,2699.774999999999,0.8838834874162451,1.7677669748324902,2700.6588834874156,2698.891116512583
466,466,HEROMOTOCO,EQ,2019-03-29,2525.75,2540.0,2577.75,2526.2,2552.1,2553.15,2551.36,1164408,2970824340.8,83625,508096,43.64,ok,3,2019,1.0848262892210192,Positive,2655.903571428571,19.37472580502759,38.74945161005518,2675.2782972335986,2636.5288456235435
467,467,HEROMOTOCO,EQ,2019-04-01,2553.15,2573.0,2593.4,2545.0,2555.0,2558.5,2576.57,832495,2144981785.5,56293,405111,48.66,ok,4,2019,0.20954507177408652,Slight or No change,2637.5999999999995,3.78302128195389,7.56604256390778,2641.3830212819535,2633.8169787180454
468,468,HEROMOTOCO,EQ,2019-04-02,2558.5,2550.4,2599.0,2545.0,2577.95,2569.95,2579.95,1063757,2744442226.05,61026,474196,44.58,ok,4,2019,0.4475278483486278,Slight or No change,2620.5642857142852,8.0963726457952,16.1927452915904,2628.6606583600806,2612.46791306849
469,469,HEROMOTOCO,EQ,2019-04-03,2569.95,2586.95,2594.0,2567.0,2580.3,2580.45,2582.36,1427316,3685838651.75,57665,1082919,75.87,ok,4,2019,0.4085682600828866,Slight or No change,2604.6214285714277,7.424621203766099,14.849242407532198,2612.0460497751938,2597.1968073676617
470,470,HEROMOTOCO,EQ,2019-04-04,2580.45,2599.95,2648.7,2595.0,2630.0,2637.2,2623.98,2007440,5267489856.85,94022,785627,39.14,ok,4,2019,2.199228816679266,Positive,2596.4428571428566,40.1283098325716,80.2566196651432,2636.5711669754282,2556.314547310285
473,473,HEROMOTOCO,EQ,2019-04-09,2586.85,2590.0,2631.95,2568.8,2631.0,2623.65,2598.79,769508,1999788815.85,45187,312354,40.59,ok,4,2019,1.4225795852098155,Positive,2582.8357142857135,26.021529548028685,52.04305909605737,2608.8572438337424,2556.8141847376846
475,475,HEROMOTOCO,EQ,2019-04-11,2594.4,2600.0,2612.0,2589.65,2600.0,2601.1,2602.58,608414,1583445309.4,29971,383068,62.96,ok,4,2019,0.25824853530680425,Slight or No change,2581.624999999999,4.737615435956941,9.475230871913881,2586.362615435956,2576.8873845640423
476,476,HEROMOTOCO,EQ,2019-04-12,2601.1,2597.0,2644.8,2591.15,2635.0,2639.9,2624.78,925046,2428038029.4,44669,487272,52.68,ok,4,2019,1.4916765983622458,Positive,2586.2107142857135,27.435743110378745,54.87148622075749,2613.646457396092,2558.774971175335
477,477,HEROMOTOCO,EQ,2019-04-15,2639.9,2653.0,2710.9,2646.05,2702.95,2700.7,2690.92,958245,2578563772.9,58471,348158,36.33,ok,4,2019,2.3031175423311456,Positive,2595.228571428571,42.99209229635107,85.98418459270214,2638.220663724922,2552.2364791322198
478,478,HEROMOTOCO,EQ,2019-04-16,2700.7,2723.75,2749.9,2715.0,2740.55,2739.65,2735.41,741047,2027068616.55,36378,383648,51.77,ok,4,2019,1.4422186840448823,Positive,2609.2607142857137,27.541809127528733,55.083618255057466,2636.8025234132424,2581.718905158185
479,479,HEROMOTOCO,EQ,2019-04-18,2739.65,2742.9,2759.9,2732.55,2742.4,2741.55,2746.08,563893,1548496557.1,42184,333054,59.06,ok,4,2019,0.06935192451591465,Slight or No change,2624.6749999999997,1.3435028905435709,2.6870057810871417,2626.0185028905435,2623.331497109456
483,483,HEROMOTOCO,EQ,2019-04-25,2611.9,2618.0,2638.0,2597.65,2610.85,2612.25,2616.74,690718,1807429592.1,46303,391265,56.65,ok,4,2019,0.013400206746050358,Slight or No change,2645.3642857142863,0.24748741172574792,0.49497482345149585,2645.611773126012,2645.1167983025607
484,484,HEROMOTOCO,EQ,2019-04-26,2612.25,2610.0,2616.75,2573.7,2593.45,2604.0,2599.62,727578,1891428226.4,35513,291850,40.11,ok,4,2019,-0.3158196956646542,Slight or No change,2642.9928571428577,5.833630946419393,11.667261892838786,2648.826488089277,2637.1592261964383
486,486,HEROMOTOCO,EQ,2019-05-02,2511.85,2510.0,2569.4,2492.5,2555.0,2551.7,2544.98,937946,2387050770.45,64587,472538,50.38,ok,5,2019,1.5864800843999438,Positive,2632.871428571429,28.178205230640703,56.356410461281406,2661.04963380207,2604.6932233407883
487,487,HEROMOTOCO,EQ,2019-05-03,2551.7,2550.0,2587.0,2537.4,2563.2,2565.4,2567.53,674666,1732226113.0,32739,318523,47.21,ok,5,2019,0.5368969706470272,Slight positive,2628.7107142857144,9.687362903271259,19.374725806542518,2638.3980771889856,2619.0233513824433
489,489,HEROMOTOCO,EQ,2019-05-07,2531.3,2567.9,2568.0,2521.5,2529.0,2527.35,2546.23,347427,884627610.85,29584,129747,37.35,ok,5,2019,-0.15604630032000075,Slight or No change,2618.9357142857148,2.7930717892864836,5.586143578572967,2621.728786075001,2616.1426424964284
491,491,HEROMOTOCO,EQ,2019-05-09,2499.7,2499.0,2555.0,2490.6,2540.0,2537.75,2536.33,585480,1484972151.3,40511,203100,34.69,ok,5,2019,1.5221826619194356,Positive,2597.2821428571433,26.905413024524922,53.810826049049844,2624.1875558816682,2570.3767298326184
493,493,HEROMOTOCO,EQ,2019-05-13,2507.3,2507.3,2537.5,2500.0,2509.05,2510.75,2520.21,313902,791100264.85,23484,117837,37.54,ok,5,2019,0.13759821321739366,Slight or No change,2564.2000000000003,2.4395183992802023,4.879036798560405,2566.6395183992804,2561.76048160072
